
109.32560398622097, 93501.10302316841
218.50574349457767, 281448.4929580337
365.46958146734687, 490751.27867525874
543.1329931700369, 701874.4114026949
1016.3749435701338, 1202351.9748568265
1292.0084393664602, 1267882.9386205622
1633.4098188788598, 1126591.86718368
4310.686114439962, 577953.2968728906
2785.205149202734, 787049.0642688349
1983.7578046078002, 815256.7418706383
4887.034170231869, 464333.72047499643
6087.6266956743575, 414909.2541062878
19052.962649291436, 279002.6294215315
74825.8809290947, 257274.06170458897
