CA_on,p,py,w,h,t
1,0.0001,0,6,9,43827.7
0,0.0001,0,6,9,1529.31
1,0.0001,0,6,9,145768
0,0.0001,0,6,9,1039.15
1,0.0001,0,6,9,22257.9
0,0.0001,0,6,9,631.833
1,0.0001,0,6,9,10862
0,0.0001,0,6,9,1356.75
1,0.0001,0,6,9,23960.2
0,0.0001,0,6,9,596.747
1,0.0001,0,6,9,184452
0,0.0001,0,6,9,867.302
1,0.0001,0,6,9,38199.6
0,0.0001,0,6,9,1695.57
1,0.0001,0,6,9,28762.3
0,0.0001,0,6,9,933.837
1,0.0001,0,6,9,3865.74
0,0.0001,0,6,9,2571.77
1,0.0001,0,6,9,21227.3
0,0.0001,0,6,9,897.393
1,0.0001,0,6,9,13292.8
0,0.0001,0,6,9,895.27
1,0.0001,0,6,9,14260.6
0,0.0001,0,6,9,1755.96
1,0.0001,0,6,9,9248.82
0,0.0001,0,6,9,807.316
1,0.0001,0,6,9,90431
0,0.0001,0,6,9,1647.59
1,0.0001,0,6,9,7371.07
0,0.0001,0,6,9,1602.5
1,0.0001,0,6,9,153901
0,0.0001,0,6,9,1124.31
1,0.0001,0,6,9,18114.6
0,0.0001,0,6,9,1134.42
1,0.0001,0,6,9,11096.1
0,0.0001,0,6,9,830.807
1,0.0001,0,6,9,15370.3
0,0.0001,0,6,9,908.428
1,0.0001,0,6,9,22938.9
0,0.0001,0,6,9,1161.4
1,0.0001,0,6,9,15225.9
0,0.0001,0,6,9,678.77
1,0.0001,0,6,9,13409.3
0,0.0001,0,6,9,539.853
1,0.0001,0,6,9,29199.6
0,0.0001,0,6,9,843.624
1,0.0001,0,6,9,15311.3
0,0.0001,0,6,9,720.663
1,0.0001,0,6,9,56504.6
0,0.0001,0,6,9,556.852
1,0.0001,0,6,9,44205.4
0,0.0001,0,6,9,497.526
1,0.0001,0,6,9,42122
0,0.0001,0,6,9,929.171
1,0.0001,0,6,9,97838.5
0,0.0001,0,6,9,1059.19
1,0.0001,0,6,9,43386.1
0,0.0001,0,6,9,1991.5
1,0.0001,0,6,9,59117.6
0,0.0001,0,6,9,1055.1
1,0.0001,0,6,9,143282
0,0.0001,0,6,9,901.47
1,0.0001,0,6,9,92700.1
0,0.0001,0,6,9,730.288
1,0.0001,0,6,9,131777
0,0.0001,0,6,9,1300.1
1,0.0001,0,6,9,59745.8
0,0.0001,0,6,9,1214.23
1,0.0001,0,6,9,99310.6
0,0.0001,0,6,9,568.478
1,0.0001,0,6,9,102088
0,0.0001,0,6,9,882.34
1,0.0001,0,6,9,78352.1
0,0.0001,0,6,9,1414.24
1,0.0001,0,6,9,262197
0,0.0001,0,6,9,1362.45
1,0.0001,0,6,9,1460.08
0,0.0001,0,6,9,392.799
1,0.0001,0,6,9,56759.8
0,0.0001,0,6,9,1530.72
1,0.0001,0,6,9,14033.3
0,0.0001,0,6,9,1444.42
1,0.0001,0,6,9,531866
0,0.0001,0,6,9,577.918
1,0.0001,0,6,9,1852.73
0,0.0001,0,6,9,1758.25
1,0.0001,0,6,9,224802
0,0.0001,0,6,9,1616.38
1,0.0001,0,6,9,92241.5
0,0.0001,0,6,9,1339.46
1,0.0001,0,6,9,8976.06
0,0.0001,0,6,9,1064.16
1,0.0001,0,6,9,39006.8
0,0.0001,0,6,9,978.383
1,0.0001,0,6,9,3859.55
0,0.0001,0,6,9,1370.39
1,0.0001,0,6,9,7771.83
0,0.0001,0,6,9,936.87
1,0.0001,0,6,9,9355.25
0,0.0001,0,6,9,1096.48
1,0.0001,0,6,9,3715.6
0,0.0001,0,6,9,531.127
1,0.0001,0,6,9,107720
0,0.0001,0,6,9,350.029
1,0.0001,0,6,9,4395.71
0,0.0001,0,6,9,130.667
1,0.0001,0,6,9,16826.7
0,0.0001,0,6,9,1201.46
1,0.0001,0,6,9,26995.6
0,0.0001,0,6,9,726.506
1,0.0001,0,6,9,119824
0,0.0001,0,6,9,1083.16
1,0.0001,0,6,9,42147.2
0,0.0001,0,6,9,2052.68
1,0.0001,0,6,9,37412.6
0,0.0001,0,6,9,1794.03
1,0.0001,0,6,9,2001.05
0,0.0001,0,6,9,926.744
1,0.0001,0,6,9,49173.1
0,0.0001,0,6,9,1327.41
1,0.0001,0,6,9,370946
0,0.0001,0,6,9,2210.31
1,0.0001,0,6,9,113580
0,0.0001,0,6,9,1412.11
1,0.0001,0,6,9,62036.7
0,0.0001,0,6,9,901.791
1,0.0001,0,6,9,290729
0,0.0001,0,6,9,1315.48
1,0.0001,0,6,9,73157.2
0,0.0001,0,6,9,1171.54
1,0.0001,0,6,9,42369.1
0,0.0001,0,6,9,1042.81
1,0.0001,0,6,9,9109.81
0,0.0001,0,6,9,1080.52
1,0.0001,0,6,9,86620.3
0,0.0001,0,6,9,852.449
1,0.0001,0,6,9,242000
0,0.0001,0,6,9,530.821
1,0.0001,0,6,9,10689.6
0,0.0001,0,6,9,973.534
1,0.0001,0,6,9,6990.24
0,0.0001,0,6,9,1688.33
1,0.0001,0,6,9,185652
0,0.0001,0,6,9,737.314
1,0.0001,0,6,9,1422.3
0,0.0001,0,6,9,1652.79
1,0.0001,0,6,9,3388.01
0,0.0001,0,6,9,2638.56
1,0.0001,0,6,9,46202.4
0,0.0001,0,6,9,909.357
1,0.0001,0,6,9,20986.5
0,0.0001,0,6,9,692.46
1,0.0001,0,6,9,17977.3
0,0.0001,0,6,9,667.328
1,0.0001,0,6,9,224494
0,0.0001,0,6,9,855.126
1,0.0001,0,6,9,71106
0,0.0001,0,6,9,567.051
1,0.0001,0,6,9,39366.8
0,0.0001,0,6,9,1634.41
1,0.0001,0,6,9,66968.1
0,0.0001,0,6,9,828.839
1,0.0001,0,6,9,89816.7
0,0.0001,0,6,9,1415.98
1,0.0001,0,6,9,145238
0,0.0001,0,6,9,772.77
1,0.0001,0,6,9,55847.9
0,0.0001,0,6,9,826.692
1,0.0001,0,6,9,56290.1
0,0.0001,0,6,9,795.89
1,0.0001,0,6,9,145309
0,0.0001,0,6,9,1764.8
1,0.0001,0,6,9,61701.8
0,0.0001,0,6,9,690.177
1,0.0001,0,6,9,31680.4
0,0.0001,0,6,9,1317.79
1,0.0001,0,6,9,127040
0,0.0001,0,6,9,756.079
1,0.0001,0,6,9,134331
0,0.0001,0,6,9,396.641
1,0.0001,0,6,9,116096
0,0.0001,0,6,9,1348.76
1,0.0001,0,6,9,7204.93
0,0.0001,0,6,9,1293.4
1,0.0001,0,6,9,50316.3
0,0.0001,0,6,9,782.605
1,0.0001,0,6,9,36208.9
0,0.0001,0,6,9,1608.68
1,0.0001,0,6,9,39760.5
0,0.0001,0,6,9,630.876
1,0.0001,0,6,9,47048.5
0,0.0001,0,6,9,1041.45
1,0.0001,0,6,9,70490
0,0.0001,0,6,9,2165.32
1,0.0001,0,6,9,43585.7
0,0.0001,0,6,9,2038.81
1,0.0001,0,6,9,104765
0,0.0001,0,6,9,1260.09
1,0.0001,0,6,9,25742.8
0,0.0001,0,6,9,1324.47
1,0.0001,0,6,9,222979
0,0.0001,0,6,9,665.188
1,0.0001,0,6,9,166858
0,0.0001,0,6,9,964.878
1,0.0001,0,6,9,111559
0,0.0001,0,6,9,1817.07
1,0.0001,0,6,9,47449.6
0,0.0001,0,6,9,827.943
1,0.0001,0,6,9,83079.7
0,0.0001,0,6,9,1067.07
1,0.0001,0,6,9,48018.2
0,0.0001,0,6,9,1051.87
1,0.0001,0,6,9,165128
0,0.0001,0,6,9,666.756
1,0.0001,0,6,9,19035.1
0,0.0001,0,6,9,885.699
1,0.0001,0,6,9,111059
0,0.0001,0,6,9,1830.38
1,0.0001,0,6,9,361388
0,0.0001,0,6,9,952.411
1,0.0001,0,6,9,55829.6
0,0.0001,0,6,9,774.839
1,0.0001,0,6,9,150447
0,0.0001,0,6,9,729.194
1,0.0001,0,6,9,392397
0,0.0001,0,6,9,980.306
1,0.0001,0,6,9,137316
0,0.0001,0,6,9,531.818
1,0.0001,0,6,9,13255.7
0,0.0001,0,6,9,685.784
1,0.0001,0,6,9,91536.9
0,0.0001,0,6,9,703.235
1,0.0001,0,6,9,333293
0,0.0001,0,6,9,982.486
1,0.0001,0,6,9,35378.1
0,0.0001,0,6,9,958.18
1,0.0001,0,6,9,15874.8
0,0.0001,0,6,9,844.83
1,0.0001,0,6,9,6256.74
0,0.0001,0,6,9,1393.94
1,0.0001,0,6,9,29822.7
0,0.0001,0,6,9,1284.8
1,0.0001,0,6,9,28368.9
0,0.0001,0,6,9,776.751
1,0.0001,0,6,9,142762
0,0.0001,0,6,9,1077.39
1,0.0001,0,6,9,98863.9
0,0.0001,0,6,9,1414.27
1,0.0001,0,6,9,102831
0,0.0001,0,6,9,728.134
1,0.0001,0,6,9,19128
0,0.0001,0,6,9,1558.19
1,0.0001,0,6,9,38126
0,0.0001,0,6,9,429.373
1,0.0001,0,6,9,3620.17
0,0.0001,0,6,9,916.783
1,0.0001,0,6,9,137118
0,0.0001,0,6,9,878.341
1,0.0001,0,6,9,41979.7
0,0.0001,0,6,9,506.9
1,0.0001,0,6,9,29205.7
0,0.0001,0,6,9,2109.75
1,0.0001,0,6,9,133780
0,0.0001,0,6,9,1142.06
1,0.0001,0,6,9,135387
0,0.0001,0,6,9,2136.88
1,0.0001,0,6,9,46113.5
0,0.0001,0,6,9,960.742
1,0.0001,0,6,9,69691.7
0,0.0001,0,6,9,2152.45
1,0.0001,0,6,9,5499.32
0,0.0001,0,6,9,810.787
1,0.0001,0,6,9,71806.4
0,0.0001,0,6,9,2162.22
1,0.0001,0,6,9,9058.24
0,0.0001,0,6,9,983.161
1,0.0001,0,6,9,22242.3
0,0.0001,0,6,9,1639.1
1,0.0001,0,6,9,43780.7
0,0.0001,0,6,9,1155.9
1,0.0001,0,6,9,154595
0,0.0001,0,6,9,714.867
1,0.0001,0,6,9,45435.4
0,0.0001,0,6,9,817.153
1,0.0001,0,6,9,17952.6
0,0.0001,0,6,9,1074.31
1,0.0001,0,6,9,60867.2
0,0.0001,0,6,9,736.658
1,0.0001,0,6,9,46453.9
0,0.0001,0,6,9,1482.39
1,0.0001,0,6,9,67473.5
0,0.0001,0,6,9,603.278
1,0.0001,0,6,9,60779
0,0.0001,0,6,9,1560.07
1,0.0001,0,6,9,97707.2
0,0.0001,0,6,9,1213.21
1,0.0001,0,6,9,108879
0,0.0001,0,6,9,1206.16
1,0.0001,0,6,9,280008
0,0.0001,0,6,9,457.44
1,0.0001,0,6,9,37669.1
0,0.0001,0,6,9,657.176
1,0.0001,0,6,9,34970.9
0,0.0001,0,6,9,627.068
1,0.0001,0,6,9,155084
0,0.0001,0,6,9,1391.14
1,0.0001,0,6,9,188079
0,0.0001,0,6,9,531.495
1,0.0001,0,6,9,21138.6
0,0.0001,0,6,9,2079.86
1,0.0001,0,6,9,312575
0,0.0001,0,6,9,2166.09
1,0.0001,0,6,9,106433
0,0.0001,0,6,9,908.232
1,0.0001,0,6,9,48332.4
0,0.0001,0,6,9,1061.05
1,0.0001,0,6,9,235649
0,0.0001,0,6,9,600.191
1,0.0001,0,6,9,108874
0,0.0001,0,6,9,1214.55
1,0.0001,0,6,9,118718
0,0.0001,0,6,9,963.462
1,0.0001,0,6,9,122709
0,0.0001,0,6,9,623.252
1,0.0001,0,6,9,154219
0,0.0001,0,6,9,472.824
1,0.0001,0,6,9,39779
0,0.0001,0,6,9,1953.75
1,0.0001,0,6,9,22221.8
0,0.0001,0,6,9,729.317
1,0.0001,0,6,9,7324.14
0,0.0001,0,6,9,1852.15
1,0.0001,0,6,9,43006.2
0,0.0001,0,6,9,559.171
1,0.0001,0,6,9,152396
0,0.0001,0,6,9,530.331
1,0.0001,0,6,9,255077
0,0.0001,0,6,9,1541.04
1,0.0001,0,6,9,16932
0,0.0001,0,6,9,920.309
1,0.0001,0,6,9,44896.3
0,0.0001,0,6,9,1247.3
1,0.0001,0,6,9,16520.4
0,0.0001,0,6,9,1798.31
1,0.0001,0,6,9,208506
0,0.0001,0,6,9,1536.71
1,0.0001,0,6,9,74854.6
0,0.0001,0,6,9,424.961
1,0.0001,0,6,9,89031.6
0,0.0001,0,6,9,488.692
1,0.0001,0,6,9,42973.1
0,0.0001,0,6,9,814.715
1,0.0001,0,6,9,48196.7
0,0.0001,0,6,9,1438.71
1,0.0001,0,6,9,38805.2
0,0.0001,0,6,9,505.336
1,0.0001,0,6,9,1655.36
0,0.0001,0,6,9,1089.02
1,0.0001,0,6,9,187735
0,0.0001,0,6,9,2255.28
1,0.0001,0,6,9,19408.8
0,0.0001,0,6,9,787.498
1,0.0001,0,6,9,2055.18
0,0.0001,0,6,9,1382.29
1,0.0001,0,6,9,199987
0,0.0001,0,6,9,1252.81
1,0.0001,0,6,9,285351
0,0.0001,0,6,9,1416.62
1,0.0001,0,6,9,66256.5
0,0.0001,0,6,9,1411.36
1,0.0001,0,6,9,54908.2
0,0.0001,0,6,9,841.03
1,0.0001,0,6,9,207649
0,0.0001,0,6,9,912.199
1,0.0001,0,6,9,29525.1
0,0.0001,0,6,9,656.744
1,0.0001,0,6,9,7686.53
0,0.0001,0,6,9,637.916
1,0.0001,0,6,9,107212
0,0.0001,0,6,9,558.023
1,0.0001,0,6,9,12062
0,0.0001,0,6,9,639.591
1,0.0001,0,6,9,44383.5
0,0.0001,0,6,9,901.661
1,0.0001,0,6,9,31158.3
0,0.0001,0,6,9,573.33
1,0.0001,0,6,9,72807.9
0,0.0001,0,6,9,269.284
1,0.0001,0,6,9,178746
0,0.0001,0,6,9,1237.05
1,0.0001,0,6,9,33754.7
0,0.0001,0,6,9,806.309
1,0.0001,0,6,9,3500.62
0,0.0001,0,6,9,611.026
1,0.0001,0,6,9,9401.23
0,0.0001,0,6,9,716.712
1,0.0001,0,6,9,10791.9
0,0.0001,0,6,9,810.276
1,0.0001,0,6,9,1480.36
0,0.0001,0,6,9,2272.94
1,0.0001,0,6,9,31828.1
0,0.0001,0,6,9,1177.17
1,0.0001,0,6,9,32671.8
0,0.0001,0,6,9,947.786
1,0.0001,0,6,9,54237.6
0,0.0001,0,6,9,816.521
1,0.0001,0,6,9,91832.2
0,0.0001,0,6,9,928.945
1,0.0001,0,6,9,97790.1
0,0.0001,0,6,9,1175.05
1,0.0001,0,6,9,81285.7
0,0.0001,0,6,9,1100.4
1,0.0001,0,6,9,45795.1
0,0.0001,0,6,9,1203.63
1,0.0001,0,6,9,3614.14
0,0.0001,0,6,9,399.529
1,0.0001,0,6,9,19969.4
0,0.0001,0,6,9,1659.02
1,0.0001,0,6,9,132218
0,0.0001,0,6,9,2173.76
1,0.0001,0,6,9,27882.8
0,0.0001,0,6,9,1181.45
1,0.0001,0,6,9,31693.2
0,0.0001,0,6,9,1181.21
1,0.0001,0,6,9,118991
0,0.0001,0,6,9,906.248
1,0.0001,0,6,9,24290.1
0,0.0001,0,6,9,1585.74
1,0.0001,0,6,9,40287.6
0,0.0001,0,6,9,862.694
1,0.0001,0,6,9,15074.9
0,0.0001,0,6,9,1102.22
1,0.0001,0,6,9,94072.8
0,0.0001,0,6,9,1643.06
1,0.0001,0,6,9,30279.9
0,0.0001,0,6,9,1186.72
1,0.0001,0,6,9,45603.1
0,0.0001,0,6,9,849.697
1,0.0001,0,6,9,30695.2
0,0.0001,0,6,9,771.988
1,0.0001,0,6,9,92793.4
0,0.0001,0,6,9,1610.27
1,0.0001,0,6,9,11775.4
0,0.0001,0,6,9,609.479
1,0.0001,0,6,9,174749
0,0.0001,0,6,9,1506.41
1,0.0001,0,6,9,182164
0,0.0001,0,6,9,1505.52
1,0.0001,0,6,9,96220.3
0,0.0001,0,6,9,752.054
1,0.0001,0,6,9,11213.4
0,0.0001,0,6,9,1066.23
1,0.0001,0,6,9,56720.9
0,0.0001,0,6,9,1690.07
1,0.0001,0,6,9,91482.2
0,0.0001,0,6,9,992.543
1,0.0001,0,6,9,54711.1
0,0.0001,0,6,9,1745.96
1,0.0001,0,6,9,77735.1
0,0.0001,0,6,9,1576.44
1,0.0001,0,6,9,169625
0,0.0001,0,6,9,428.604
1,0.0001,0,6,9,19226
0,0.0001,0,6,9,896.234
1,0.0001,0,6,9,142525
0,0.0001,0,6,9,1541.19
1,0.0001,0,6,9,23364.6
0,0.0001,0,6,9,830.862
1,0.0001,0,6,9,130905
0,0.0001,0,6,9,820.55
1,0.0001,0,6,9,7359.69
0,0.0001,0,6,9,769.05
1,0.0001,0,6,9,54338.7
0,0.0001,0,6,9,1133.81
1,0.0001,0,6,9,54376.7
0,0.0001,0,6,9,1662.07
1,0.0001,0,6,9,24937.2
0,0.0001,0,6,9,847.218
1,0.0001,0,6,9,11204.9
0,0.0001,0,6,9,811.457
1,0.0001,0,6,9,134751
0,0.0001,0,6,9,1582.76
1,0.0001,0,6,9,2957.19
0,0.0001,0,6,9,1671.6
1,0.0001,0,6,9,25086.1
0,0.0001,0,6,9,1493.41
1,0.0001,0,6,9,54166.9
0,0.0001,0,6,9,793.186
1,0.0001,0,6,9,134630
0,0.0001,0,6,9,777.832
1,0.0001,0,6,9,39449.2
0,0.0001,0,6,9,1574.78
1,0.0001,0,6,9,167326
0,0.0001,0,6,9,1378.52
1,0.0001,0,6,9,58323.5
0,0.0001,0,6,9,1032.94
1,0.0001,0,6,9,141538
0,0.0001,0,6,9,974.31
1,0.0001,0,6,9,28548.4
0,0.0001,0,6,9,1151.98
1,0.0001,0,6,9,9197.34
0,0.0001,0,6,9,1123.12
1,0.0001,0,6,9,7714.87
0,0.0001,0,6,9,2559.61
1,0.0001,0,6,9,76308.5
0,0.0001,0,6,9,473.476
1,0.0001,0,6,9,178720
0,0.0001,0,6,9,1169.74
1,0.0001,0,6,9,157668
0,0.0001,0,6,9,1217.12
1,0.0001,0,6,9,122695
0,0.0001,0,6,9,1421.01
1,0.0001,0,6,9,112403
0,0.0001,0,6,9,1254.83
1,0.0001,0,6,9,55907.8
0,0.0001,0,6,9,1362.93
1,0.0001,0,6,9,66775.3
0,0.0001,0,6,9,1263.34
1,0.0001,0,6,9,299504
0,0.0001,0,6,9,1121.03
1,0.0001,0,6,9,9972.27
0,0.0001,0,6,9,523.321
1,0.0001,0,6,9,94176.8
0,0.0001,0,6,9,2107.04
1,0.0001,0,6,9,97105.7
0,0.0001,0,6,9,481.835
1,0.0001,0,6,9,131379
0,0.0001,0,6,9,366.546
1,0.0001,0,6,9,132818
0,0.0001,0,6,9,1364.4
1,0.0001,0,6,9,17919.7
0,0.0001,0,6,9,240.41
1,0.0001,0,6,9,60518.5
0,0.0001,0,6,9,680.065
1,0.0001,0,6,9,15743
0,0.0001,0,6,9,920.162
1,0.0001,0,6,9,56527.4
0,0.0001,0,6,9,1206.29
1,0.0001,0,6,9,281444
0,0.0001,0,6,9,1105.55
1,0.0001,0,6,9,175529
0,0.0001,0,6,9,1366.29
1,0.0001,0,6,9,274077
0,0.0001,0,6,9,751.215
1,0.0001,0,6,9,44325.1
0,0.0001,0,6,9,568.199
1,0.0001,0,6,9,42265.5
0,0.0001,0,6,9,773.05
1,0.0001,0,6,9,12528.2
0,0.0001,0,6,9,612.949
1,0.0001,0,6,9,71482.8
0,0.0001,0,6,9,1080.45
1,0.0001,0,6,9,20788.6
0,0.0001,0,6,9,1025.79
1,0.0001,0,6,9,55967.3
0,0.0001,0,6,9,1238.5
1,0.0001,0,6,9,56718.7
0,0.0001,0,6,9,1185.39
1,0.0001,0,6,9,193479
0,0.0001,0,6,9,442.56
1,0.0001,0,6,9,67493.8
0,0.0001,0,6,9,1076.34
1,0.0001,0,6,9,72914.2
0,0.0001,0,6,9,370.411
1,0.0001,0,6,9,29062
0,0.0001,0,6,9,750.541
1,0.0001,0,6,9,129195
0,0.0001,0,6,9,501.345
1,0.0001,0,6,9,42326.6
0,0.0001,0,6,9,1849.39
1,0.0001,0,6,9,12355.9
0,0.0001,0,6,9,1141.61
1,0.0001,0,6,9,46624.3
0,0.0001,0,6,9,1328.31
1,0.0001,0,6,9,70052.7
0,0.0001,0,6,9,980.429
1,0.0001,0,6,9,8454.26
0,0.0001,0,6,9,557.595
1,0.0001,0,6,9,37981.9
0,0.0001,0,6,9,527.989
1,0.0001,0,6,9,52595.6
0,0.0001,0,6,9,1044.12
1,0.0001,0,6,9,42761.6
0,0.0001,0,6,9,1015.22
1,0.0001,0,6,9,36742.6
0,0.0001,0,6,9,635.772
1,0.0001,0,6,9,46286.6
0,0.0001,0,6,9,1040.38
1,0.0001,0,6,9,68340.8
0,0.0001,0,6,9,1190.62
1,0.0001,0,6,9,205361
0,0.0001,0,6,9,1337.84
1,0.0001,0,6,9,21454.1
0,0.0001,0,6,9,1148.47
1,0.0001,0,6,9,155190
0,0.0001,0,6,9,1058.86
1,0.0001,0,6,9,13450.5
0,0.0001,0,6,9,1367.58
1,0.0001,0,6,9,110626
0,0.0001,0,6,9,1073.54
1,0.0001,0,6,9,70484.8
0,0.0001,0,6,9,838.024
1,0.0001,0,6,9,59076.8
0,0.0001,0,6,9,943.824
1,0.0001,0,6,9,48641.2
0,0.0001,0,6,9,717.566
1,0.0001,0,6,9,190707
0,0.0001,0,6,9,889.98
1,0.0001,0,6,9,165351
0,0.0001,0,6,9,1567.48
1,0.0001,0,6,9,12869.7
0,0.0001,0,6,9,1218.63
1,0.0001,0,6,9,71518.9
0,0.0001,0,6,9,846.654
1,0.0001,0,6,9,16968.2
0,0.0001,0,6,9,590.511
1,0.0001,0,6,9,157447
0,0.0001,0,6,9,752.669
1,0.0001,0,6,9,3310.85
0,0.0001,0,6,9,850.442
1,0.0001,0,6,9,13131.9
0,0.0001,0,6,9,1415.09
1,0.0001,0,6,9,50827.1
0,0.0001,0,6,9,336.038
1,0.0001,0,6,9,46080.4
0,0.0001,0,6,9,1618.9
1,0.0001,0,6,9,55595
0,0.0001,0,6,9,490.23
1,0.0001,0,6,9,57342.1
0,0.0001,0,6,9,975.227
1,0.0001,0,6,9,146282
0,0.0001,0,6,9,798.064
1,0.0001,0,6,9,29885.6
0,0.0001,0,6,9,2100.81
1,0.0001,0,6,9,27732.2
0,0.0001,0,6,9,1078.71
1,0.0001,0,6,9,21407.7
0,0.0001,0,6,9,865.219
1,0.0001,0,6,9,289654
0,0.0001,0,6,9,417.675
1,0.0001,0,6,9,81867.8
0,0.0001,0,6,9,1074.51
1,0.0001,0,6,9,80323.4
0,0.0001,0,6,9,797.709
1,0.0001,0,6,9,118670
0,0.0001,0,6,9,1440.45
1,0.0001,0,6,9,88671.7
0,0.0001,0,6,9,1393.62
1,0.0001,0,6,9,10283.2
0,0.0001,0,6,9,1186.51
1,0.0001,0,6,9,159295
0,0.0001,0,6,9,629.589
1,0.0001,0,6,9,91940.4
0,0.0001,0,6,9,2360.2
1,0.0001,0,6,9,22744.4
0,0.0001,0,6,9,1198.83
1,0.0001,0,6,9,163666
0,0.0001,0,6,9,897.666
1,0.0001,0,6,9,283771
0,0.0001,0,6,9,1047.41
1,0.0001,0,6,9,135247
0,0.0001,0,6,9,1380.81
1,0.0001,0,6,9,50913.7
0,0.0001,0,6,9,257.871
1,0.0001,0,6,9,44944.3
0,0.0001,0,6,9,1069.11
1,0.0001,0,6,9,31721.7
0,0.0001,0,6,9,890.012
1,0.0001,0,6,9,104208
0,0.0001,0,6,9,529.096
1,0.0001,0,6,9,151301
0,0.0001,0,6,9,268.559
1,0.0001,0,6,9,33722.3
0,0.0001,0,6,9,1537.36
1,0.0001,0,6,9,71446
0,0.0001,0,6,9,592.87
1,0.0001,0,6,9,55863.5
0,0.0001,0,6,9,581.441
1,0.0001,0,6,9,32282.1
0,0.0001,0,6,9,1436.67
1,0.0001,0,6,9,91915.4
0,0.0001,0,6,9,1772.66
1,0.0001,0,6,9,13618.3
0,0.0001,0,6,9,1674.61
1,0.0001,0,6,9,13304.2
0,0.0001,0,6,9,1018.15
1,0.0001,0,6,9,77608.9
0,0.0001,0,6,9,1032.1
1,0.0001,0,6,9,125551
0,0.0001,0,6,9,936.71
1,0.0001,0,6,9,9081.57
0,0.0001,0,6,9,1453.51
1,0.0001,0,6,9,191743
0,0.0001,0,6,9,1091.43
1,0.0001,0,6,9,4823.71
0,0.0001,0,6,9,643.695
1,0.0001,0,6,9,120348
0,0.0001,0,6,9,1609.68
1,0.0001,0,6,9,2053.23
0,0.0001,0,6,9,1434.46
1,0.0001,0,6,9,53367.8
0,0.0001,0,6,9,519.447
1,0.0001,0,6,9,15739.8
0,0.0001,0,6,9,1427.34
1,0.0001,0,6,9,25327.6
0,0.0001,0,6,9,1271.38
1,0.0001,0,6,9,39908
0,0.0001,0,6,9,1143
1,0.0001,0,6,9,110983
0,0.0001,0,6,9,475.285
1,0.0001,0,6,9,112040
0,0.0001,0,6,9,1145.66
1,0.0001,0,6,9,52597.4
0,0.0001,0,6,9,1135.07
1,0.0001,0,6,9,73970.3
0,0.0001,0,6,9,1745.38
1,0.0001,0,6,9,95024
0,0.0001,0,6,9,1123.59
1,0.0001,0,6,9,42143.8
0,0.0001,0,6,9,1489.42
1,0.0001,0,6,9,915.655
0,0.0001,0,6,9,1478.91
1,0.0001,0,6,9,158864
0,0.0001,0,6,9,844.707
1,0.0001,0,6,9,80405.1
0,0.0001,0,6,9,1007.05
1,0.0001,0,6,9,223520
0,0.0001,0,6,9,995.721
1,0.0001,0,6,9,138135
0,0.0001,0,6,9,856.166
1,0.0001,0,6,9,41374.8
0,0.0001,0,6,9,1206.12
1,0.0001,0,6,9,19609
0,0.0001,0,6,9,2231.24
1,0.0001,0,6,9,35998.3
0,0.0001,0,6,9,878.001
1,0.0001,0,6,9,156672
0,0.0001,0,6,9,514.87
1,0.0001,0,6,9,2886.93
0,0.0001,0,6,9,912.993
1,0.0001,0,6,9,24683.9
0,0.0001,0,6,9,1610.78
1,0.0001,0,6,9,30453.7
0,0.0001,0,6,9,2464.76
1,0.0001,0,6,9,75620.4
0,0.0001,0,6,9,727.668
1,0.0001,0,6,9,150721
0,0.0001,0,6,9,1093.69
1,0.0001,0,6,9,44691.4
0,0.0001,0,6,9,1697.67
1,0.0001,0,6,9,89179.8
0,0.0001,0,6,9,729.021
1,0.0001,0,6,9,187993
0,0.0001,0,6,9,477.143
1,0.0001,0,6,9,12886.5
0,0.0001,0,6,9,1292.04
1,0.0001,0,6,9,511305
0,0.0001,0,6,9,942.061
1,0.0001,0,6,9,51294.7
0,0.0001,0,6,9,1376.48
1,0.0001,0,6,9,26865.1
0,0.0001,0,6,9,1168.01
1,0.0001,0,6,9,62936.9
0,0.0001,0,6,9,588.833
1,0.0001,0,6,9,77156.2
0,0.0001,0,6,9,775.222
1,0.0001,0,6,9,17210.8
0,0.0001,0,6,9,732.13
1,0.0001,0,6,9,192766
0,0.0001,0,6,9,1503.14
1,0.0001,0,6,9,88320.3
0,0.0001,0,6,9,1167.51
1,0.0001,0,6,9,18567.6
0,0.0001,0,6,9,836.265
1,0.0001,0,6,9,27093
0,0.0001,0,6,9,2623
1,0.0001,0,6,9,44937.1
0,0.0001,0,6,9,1370.68
1,0.0001,0,6,9,86089.3
0,0.0001,0,6,9,572.529
1,0.0001,0,6,9,123871
0,0.0001,0,6,9,950.579
1,0.0001,0,6,9,63714.7
0,0.0001,0,6,9,886.588
1,0.0001,0,6,9,3108.27
0,0.0001,0,6,9,1430.32
1,0.0001,0,6,9,8917.62
0,0.0001,0,6,9,490.519
1,0.0001,0,6,9,17205.9
0,0.0001,0,6,9,1060.84
1,0.0001,0,6,9,21748.2
0,0.0001,0,6,9,1154.09
1,0.0001,0,6,9,153778
0,0.0001,0,6,9,1638.99
1,0.0001,0,6,9,67689.7
0,0.0001,0,6,9,735.271
1,0.0001,0,6,9,15234.3
0,0.0001,0,6,9,851.613
1,0.0001,0,6,9,994.75
0,0.0001,0,6,9,531.889
1,0.0001,0,6,9,32374.7
0,0.0001,0,6,9,1276.94
