CA_on,p,py,w,h,t
1,0.0001,0,6,9,7451.14
0,0.0001,0,6,9,746.48
1,0.0001,0,6,9,81912.4
0,0.0001,0,6,9,1193.5
1,0.0001,0,6,9,27127.3
0,0.0001,0,6,9,511.557
1,0.0001,0,6,9,44362.3
0,0.0001,0,6,9,1035.5
1,0.0001,0,6,9,5134.41
0,0.0001,0,6,9,1035.96
1,0.0001,0,6,9,165712
0,0.0001,0,6,9,536.317
1,0.0001,0,6,9,89136.5
0,0.0001,0,6,9,1300.83
1,0.0001,0,6,9,252516
0,0.0001,0,6,9,2155.52
1,0.0001,0,6,9,120857
0,0.0001,0,6,9,1321.65
1,0.0001,0,6,9,189108
0,0.0001,0,6,9,505.276
1,0.0001,0,6,9,88425.6
0,0.0001,0,6,9,1144.31
1,0.0001,0,6,9,148250
0,0.0001,0,6,9,346.038
1,0.0001,0,6,9,39001.9
0,0.0001,0,6,9,1399.5
1,0.0001,0,6,9,138831
0,0.0001,0,6,9,481.3
1,0.0001,0,6,9,70291
0,0.0001,0,6,9,799.234
1,0.0001,0,6,9,308877
0,0.0001,0,6,9,1440.25
1,0.0001,0,6,9,48544.3
0,0.0001,0,6,9,927.554
1,0.0001,0,6,9,311393
0,0.0001,0,6,9,1266
1,0.0001,0,6,9,117792
0,0.0001,0,6,9,972.829
1,0.0001,0,6,9,132883
0,0.0001,0,6,9,1289.68
1,0.0001,0,6,9,260900
0,0.0001,0,6,9,754.05
1,0.0001,0,6,9,23575.1
0,0.0001,0,6,9,547.197
1,0.0001,0,6,9,54947.4
0,0.0001,0,6,9,525.06
1,0.0001,0,6,9,70599.3
0,0.0001,0,6,9,485.258
1,0.0001,0,6,9,148147
0,0.0001,0,6,9,934.894
1,0.0001,0,6,9,7505.71
0,0.0001,0,6,9,1267.43
1,0.0001,0,6,9,170229
0,0.0001,0,6,9,2859.11
1,0.0001,0,6,9,15117.3
0,0.0001,0,6,9,954.591
1,0.0001,0,6,9,84542.1
0,0.0001,0,6,9,2164.23
1,0.0001,0,6,9,84716.1
0,0.0001,0,6,9,847.279
1,0.0001,0,6,9,146712
0,0.0001,0,6,9,2609.86
1,0.0001,0,6,9,44312.2
0,0.0001,0,6,9,697.173
1,0.0001,0,6,9,107048
0,0.0001,0,6,9,926.38
1,0.0001,0,6,9,86347
0,0.0001,0,6,9,844.001
1,0.0001,0,6,9,40441.3
0,0.0001,0,6,9,754.353
1,0.0001,0,6,9,184458
0,0.0001,0,6,9,1624.2
1,0.0001,0,6,9,123875
0,0.0001,0,6,9,981.74
1,0.0001,0,6,9,62764.4
0,0.0001,0,6,9,652.831
1,0.0001,0,6,9,1134.68
0,0.0001,0,6,9,1159.65
1,0.0001,0,6,9,211335
0,0.0001,0,6,9,646.169
1,0.0001,0,6,9,57631.3
0,0.0001,0,6,9,1186.09
1,0.0001,0,6,9,17622.2
0,0.0001,0,6,9,1090.78
1,0.0001,0,6,9,101520
0,0.0001,0,6,9,1452.72
1,0.0001,0,6,9,75889.9
0,0.0001,0,6,9,2599.89
1,0.0001,0,6,9,66748.7
0,0.0001,0,6,9,2638.49
1,0.0001,0,6,9,13334.1
0,0.0001,0,6,9,252.638
1,0.0001,0,6,9,28411.2
0,0.0001,0,6,9,1514.56
1,0.0001,0,6,9,5938.35
0,0.0001,0,6,9,1362.72
1,0.0001,0,6,9,23846.3
0,0.0001,0,6,9,849.662
1,0.0001,0,6,9,181343
0,0.0001,0,6,9,866.336
1,0.0001,0,6,9,93820.8
0,0.0001,0,6,9,698.473
1,0.0001,0,6,9,19551.7
0,0.0001,0,6,9,559.008
1,0.0001,0,6,9,82968.4
0,0.0001,0,6,9,634.933
1,0.0001,0,6,9,37233.7
0,0.0001,0,6,9,743.002
1,0.0001,0,6,9,62574.1
0,0.0001,0,6,9,1488.3
1,0.0001,0,6,9,2043.64
0,0.0001,0,6,9,1018.03
1,0.0001,0,6,9,42161.5
0,0.0001,0,6,9,1275.12
1,0.0001,0,6,9,59585.2
0,0.0001,0,6,9,1418.95
1,0.0001,0,6,9,20968.6
0,0.0001,0,6,9,471.55
1,0.0001,0,6,9,1399.86
0,0.0001,0,6,9,839.449
1,0.0001,0,6,9,114599
0,0.0001,0,6,9,1261.77
1,0.0001,0,6,9,38250.6
0,0.0001,0,6,9,516.445
1,0.0001,0,6,9,18907.9
0,0.0001,0,6,9,654.177
1,0.0001,0,6,9,152081
0,0.0001,0,6,9,1977.53
1,0.0001,0,6,9,12839.2
0,0.0001,0,6,9,873.408
1,0.0001,0,6,9,86615
0,0.0001,0,6,9,1094.96
1,0.0001,0,6,9,233289
0,0.0001,0,6,9,1221.47
1,0.0001,0,6,9,34318.5
0,0.0001,0,6,9,1215.59
1,0.0001,0,6,9,33524.8
0,0.0001,0,6,9,593.06
1,0.0001,0,6,9,27242
0,0.0001,0,6,9,1462.27
1,0.0001,0,6,9,370089
0,0.0001,0,6,9,1121.27
1,0.0001,0,6,9,68836.9
0,0.0001,0,6,9,1203.71
1,0.0001,0,6,9,165223
0,0.0001,0,6,9,1552.25
1,0.0001,0,6,9,27389.4
0,0.0001,0,6,9,980.465
1,0.0001,0,6,9,17498.5
0,0.0001,0,6,9,468.264
1,0.0001,0,6,9,58532.8
0,0.0001,0,6,9,547.531
1,0.0001,0,6,9,46660.1
0,0.0001,0,6,9,1145.23
1,0.0001,0,6,9,14118.4
0,0.0001,0,6,9,323.871
1,0.0001,0,6,9,184544
0,0.0001,0,6,9,1444.43
1,0.0001,0,6,9,2215.73
0,0.0001,0,6,9,604.902
1,0.0001,0,6,9,202861
0,0.0001,0,6,9,1143.34
1,0.0001,0,6,9,274007
0,0.0001,0,6,9,635.281
1,0.0001,0,6,9,282990
0,0.0001,0,6,9,581.945
1,0.0001,0,6,9,97913
0,0.0001,0,6,9,481.479
1,0.0001,0,6,9,54317.6
0,0.0001,0,6,9,542.351
1,0.0001,0,6,9,9320.47
0,0.0001,0,6,9,722.864
1,0.0001,0,6,9,6126.79
0,0.0001,0,6,9,1099.69
1,0.0001,0,6,9,10314.3
0,0.0001,0,6,9,1079.15
1,0.0001,0,6,9,32926.9
0,0.0001,0,6,9,870.923
1,0.0001,0,6,9,76268.8
0,0.0001,0,6,9,544.46
1,0.0001,0,6,9,184.322
0,0.0001,0,6,9,1474.1
1,0.0001,0,6,9,8021.17
0,0.0001,0,6,9,791.707
1,0.0001,0,6,9,24930.9
0,0.0001,0,6,9,863.714
1,0.0001,0,6,9,140411
0,0.0001,0,6,9,388.349
1,0.0001,0,6,9,2469.58
0,0.0001,0,6,9,990.295
1,0.0001,0,6,9,11209.9
0,0.0001,0,6,9,2159.32
1,0.0001,0,6,9,103092
0,0.0001,0,6,9,548.221
1,0.0001,0,6,9,206375
0,0.0001,0,6,9,722.137
1,0.0001,0,6,9,37438.4
0,0.0001,0,6,9,1002.73
1,0.0001,0,6,9,60544.3
0,0.0001,0,6,9,408.159
1,0.0001,0,6,9,29483.9
0,0.0001,0,6,9,1140.86
1,0.0001,0,6,9,46585.8
0,0.0001,0,6,9,978.357
1,0.0001,0,6,9,84612.3
0,0.0001,0,6,9,2283.66
1,0.0001,0,6,9,52141.2
0,0.0001,0,6,9,527.084
1,0.0001,0,6,9,59897.7
0,0.0001,0,6,9,964.356
1,0.0001,0,6,9,20735.7
0,0.0001,0,6,9,1463.25
1,0.0001,0,6,9,104997
0,0.0001,0,6,9,921.935
1,0.0001,0,6,9,48040.6
0,0.0001,0,6,9,1675.31
1,0.0001,0,6,9,5014.03
0,0.0001,0,6,9,584.397
1,0.0001,0,6,9,4996.96
0,0.0001,0,6,9,550.899
1,0.0001,0,6,9,79791.6
0,0.0001,0,6,9,1059.81
1,0.0001,0,6,9,1165.29
0,0.0001,0,6,9,1921.65
1,0.0001,0,6,9,41016.6
0,0.0001,0,6,9,2802.3
1,0.0001,0,6,9,51884.1
0,0.0001,0,6,9,1502.39
1,0.0001,0,6,9,116742
0,0.0001,0,6,9,1186.56
1,0.0001,0,6,9,7937.97
0,0.0001,0,6,9,1956.69
1,0.0001,0,6,9,25332.9
0,0.0001,0,6,9,1135.5
1,0.0001,0,6,9,5018.57
0,0.0001,0,6,9,1171.37
1,0.0001,0,6,9,37878.8
0,0.0001,0,6,9,890.838
1,0.0001,0,6,9,52458.5
0,0.0001,0,6,9,1866.68
1,0.0001,0,6,9,21806.9
0,0.0001,0,6,9,1299.78
1,0.0001,0,6,9,96905.9
0,0.0001,0,6,9,2243.35
1,0.0001,0,6,9,62116.4
0,0.0001,0,6,9,1078.42
1,0.0001,0,6,9,360156
0,0.0001,0,6,9,992.812
1,0.0001,0,6,9,11771.2
0,0.0001,0,6,9,2082.52
1,0.0001,0,6,9,121270
0,0.0001,0,6,9,1641.6
1,0.0001,0,6,9,1304.91
0,0.0001,0,6,9,2216.6
1,0.0001,0,6,9,72330.4
0,0.0001,0,6,9,552.736
1,0.0001,0,6,9,133293
0,0.0001,0,6,9,1561.99
1,0.0001,0,6,9,9687.74
0,0.0001,0,6,9,1540.46
1,0.0001,0,6,9,19168.9
0,0.0001,0,6,9,2093.45
1,0.0001,0,6,9,16161.6
0,0.0001,0,6,9,1267.84
1,0.0001,0,6,9,103867
0,0.0001,0,6,9,2546.08
1,0.0001,0,6,9,36596.4
0,0.0001,0,6,9,2949.71
1,0.0001,0,6,9,63602.8
0,0.0001,0,6,9,501.177
1,0.0001,0,6,9,264741
0,0.0001,0,6,9,557.42
1,0.0001,0,6,9,90082.7
0,0.0001,0,6,9,1020.42
1,0.0001,0,6,9,4913.68
0,0.0001,0,6,9,903.443
1,0.0001,0,6,9,59421.8
0,0.0001,0,6,9,876.332
1,0.0001,0,6,9,435441
0,0.0001,0,6,9,1935.8
1,0.0001,0,6,9,117035
0,0.0001,0,6,9,1039.79
1,0.0001,0,6,9,3870.99
0,0.0001,0,6,9,503.787
1,0.0001,0,6,9,44583.4
0,0.0001,0,6,9,602.832
1,0.0001,0,6,9,149659
0,0.0001,0,6,9,882.076
1,0.0001,0,6,9,123978
0,0.0001,0,6,9,378.577
1,0.0001,0,6,9,228669
0,0.0001,0,6,9,1851.55
1,0.0001,0,6,9,222271
0,0.0001,0,6,9,516.572
1,0.0001,0,6,9,3830.03
0,0.0001,0,6,9,1090.03
1,0.0001,0,6,9,140142
0,0.0001,0,6,9,681.38
1,0.0001,0,6,9,149482
0,0.0001,0,6,9,1479.03
1,0.0001,0,6,9,33410.9
0,0.0001,0,6,9,772.806
1,0.0001,0,6,9,1468.88
0,0.0001,0,6,9,1260.69
1,0.0001,0,6,9,379564
0,0.0001,0,6,9,925.08
1,0.0001,0,6,9,35360.2
0,0.0001,0,6,9,1081.71
1,0.0001,0,6,9,87106.8
0,0.0001,0,6,9,772.396
1,0.0001,0,6,9,36082.9
0,0.0001,0,6,9,1706.8
1,0.0001,0,6,9,86463.2
0,0.0001,0,6,9,985.651
1,0.0001,0,6,9,116662
0,0.0001,0,6,9,526.822
1,0.0001,0,6,9,711.268
0,0.0001,0,6,9,1070.62
1,0.0001,0,6,9,80690.6
0,0.0001,0,6,9,719.591
1,0.0001,0,6,9,216063
0,0.0001,0,6,9,1286.82
1,0.0001,0,6,9,58708.3
0,0.0001,0,6,9,2209.66
1,0.0001,0,6,9,64201.8
0,0.0001,0,6,9,1367.33
1,0.0001,0,6,9,15694.9
0,0.0001,0,6,9,1299.16
1,0.0001,0,6,9,49263.8
0,0.0001,0,6,9,765.716
1,0.0001,0,6,9,33723.6
0,0.0001,0,6,9,2011.87
1,0.0001,0,6,9,24532.1
0,0.0001,0,6,9,835.063
1,0.0001,0,6,9,38936.1
0,0.0001,0,6,9,875.065
1,0.0001,0,6,9,8635.17
0,0.0001,0,6,9,680.106
1,0.0001,0,6,9,378285
0,0.0001,0,6,9,649.001
1,0.0001,0,6,9,10875.5
0,0.0001,0,6,9,272.524
1,0.0001,0,6,9,61996.7
0,0.0001,0,6,9,559.227
1,0.0001,0,6,9,25902.4
0,0.0001,0,6,9,508.311
1,0.0001,0,6,9,160046
0,0.0001,0,6,9,816.023
1,0.0001,0,6,9,66420
0,0.0001,0,6,9,1220.13
1,0.0001,0,6,9,14833.3
0,0.0001,0,6,9,1004.23
1,0.0001,0,6,9,140626
0,0.0001,0,6,9,1145.18
1,0.0001,0,6,9,82006.5
0,0.0001,0,6,9,2375.89
1,0.0001,0,6,9,42888
0,0.0001,0,6,9,547.958
1,0.0001,0,6,9,18250.9
0,0.0001,0,6,9,511.157
1,0.0001,0,6,9,16366.7
0,0.0001,0,6,9,634.46
1,0.0001,0,6,9,66532.4
0,0.0001,0,6,9,572.392
1,0.0001,0,6,9,116508
0,0.0001,0,6,9,1935.92
1,0.0001,0,6,9,692.525
0,0.0001,0,6,9,946.956
1,0.0001,0,6,9,56320.3
0,0.0001,0,6,9,999.706
1,0.0001,0,6,9,3122.8
0,0.0001,0,6,9,1436.41
1,0.0001,0,6,9,89309.9
0,0.0001,0,6,9,670.635
1,0.0001,0,6,9,84581
0,0.0001,0,6,9,1656.03
1,0.0001,0,6,9,2676.87
0,0.0001,0,6,9,1736.28
1,0.0001,0,6,9,13046.1
0,0.0001,0,6,9,1322.79
1,0.0001,0,6,9,33006.8
0,0.0001,0,6,9,832.975
1,0.0001,0,6,9,20734.7
0,0.0001,0,6,9,906.746
1,0.0001,0,6,9,25819
0,0.0001,0,6,9,772.272
1,0.0001,0,6,9,122599
0,0.0001,0,6,9,1810.61
1,0.0001,0,6,9,6063.43
0,0.0001,0,6,9,882.918
1,0.0001,0,6,9,55123.6
0,0.0001,0,6,9,1638.68
1,0.0001,0,6,9,5654.9
0,0.0001,0,6,9,443.175
1,0.0001,0,6,9,91921
0,0.0001,0,6,9,1043.34
1,0.0001,0,6,9,5294.27
0,0.0001,0,6,9,823.618
1,0.0001,0,6,9,77782.1
0,0.0001,0,6,9,871.234
1,0.0001,5e-06,6,9,907.89
0,0.0001,5e-06,6,9,1032.43
1,0.0001,5e-06,6,9,1449.42
0,0.0001,5e-06,6,9,957.481
1,0.0001,5e-06,6,9,853.001
0,0.0001,5e-06,6,9,1277.03
1,0.0001,5e-06,6,9,2466.41
0,0.0001,5e-06,6,9,1775.92
1,0.0001,5e-06,6,9,766.17
0,0.0001,5e-06,6,9,1069.93
1,0.0001,5e-06,6,9,3425.28
0,0.0001,5e-06,6,9,712.693
1,0.0001,5e-06,6,9,3631.69
0,0.0001,5e-06,6,9,1207.99
1,0.0001,5e-06,6,9,7095.8
0,0.0001,5e-06,6,9,1170.87
1,0.0001,5e-06,6,9,525.001
0,0.0001,5e-06,6,9,1042.68
1,0.0001,5e-06,6,9,2830.7
0,0.0001,5e-06,6,9,2163.87
1,0.0001,5e-06,6,9,1371.3
0,0.0001,5e-06,6,9,618.755
1,0.0001,5e-06,6,9,351.196
0,0.0001,5e-06,6,9,1407.5
1,0.0001,5e-06,6,9,1531.11
0,0.0001,5e-06,6,9,810.611
1,0.0001,5e-06,6,9,5357.57
0,0.0001,5e-06,6,9,849.789
1,0.0001,5e-06,6,9,1764.02
0,0.0001,5e-06,6,9,597.715
1,0.0001,5e-06,6,9,4071.48
0,0.0001,5e-06,6,9,912.199
1,0.0001,5e-06,6,9,3569.05
0,0.0001,5e-06,6,9,658.108
1,0.0001,5e-06,6,9,1258.53
0,0.0001,5e-06,6,9,1770.81
1,0.0001,5e-06,6,9,2132.69
0,0.0001,5e-06,6,9,583.161
1,0.0001,5e-06,6,9,4307.47
0,0.0001,5e-06,6,9,1434.89
1,0.0001,5e-06,6,9,857.726
0,0.0001,5e-06,6,9,685.294
1,0.0001,5e-06,6,9,437.189
0,0.0001,5e-06,6,9,653.732
1,0.0001,5e-06,6,9,80.1506
0,0.0001,5e-06,6,9,706.35
1,0.0001,5e-06,6,9,1247.42
0,0.0001,5e-06,6,9,1701.98
1,0.0001,5e-06,6,9,1880.77
0,0.0001,5e-06,6,9,798.813
1,0.0001,5e-06,6,9,282.512
0,0.0001,5e-06,6,9,860.67
1,0.0001,5e-06,6,9,3445.44
0,0.0001,5e-06,6,9,1753.53
1,0.0001,5e-06,6,9,1356.48
0,0.0001,5e-06,6,9,414.271
1,0.0001,5e-06,6,9,675.453
0,0.0001,5e-06,6,9,880.928
1,0.0001,5e-06,6,9,3137.57
0,0.0001,5e-06,6,9,1152.68
1,0.0001,5e-06,6,9,543.85
0,0.0001,5e-06,6,9,822.405
1,0.0001,5e-06,6,9,328.084
0,0.0001,5e-06,6,9,758.046
1,0.0001,5e-06,6,9,1691.19
0,0.0001,5e-06,6,9,2249.13
1,0.0001,5e-06,6,9,424.868
0,0.0001,5e-06,6,9,1102.12
1,0.0001,5e-06,6,9,2715.12
0,0.0001,5e-06,6,9,1090.77
1,0.0001,5e-06,6,9,413.08
0,0.0001,5e-06,6,9,553.306
1,0.0001,5e-06,6,9,2048.15
0,0.0001,5e-06,6,9,1446.44
1,0.0001,5e-06,6,9,3793.76
0,0.0001,5e-06,6,9,1758.29
1,0.0001,5e-06,6,9,989.679
0,0.0001,5e-06,6,9,1007.68
1,0.0001,5e-06,6,9,2445.64
0,0.0001,5e-06,6,9,215.408
1,0.0001,5e-06,6,9,3327.47
0,0.0001,5e-06,6,9,1267.51
1,0.0001,5e-06,6,9,2569.48
0,0.0001,5e-06,6,9,1490.14
1,0.0001,5e-06,6,9,1334.8
0,0.0001,5e-06,6,9,595.365
1,0.0001,5e-06,6,9,3101.83
0,0.0001,5e-06,6,9,1098.57
1,0.0001,5e-06,6,9,233.012
0,0.0001,5e-06,6,9,779.493
1,0.0001,5e-06,6,9,1407.25
0,0.0001,5e-06,6,9,1059.97
1,0.0001,5e-06,6,9,3119.3
0,0.0001,5e-06,6,9,1067.12
1,0.0001,5e-06,6,9,2301.78
0,0.0001,5e-06,6,9,884.199
1,0.0001,5e-06,6,9,3254.64
0,0.0001,5e-06,6,9,1315.25
1,0.0001,5e-06,6,9,1074.8
0,0.0001,5e-06,6,9,1102.96
1,0.0001,5e-06,6,9,5922.24
0,0.0001,5e-06,6,9,1569.73
1,0.0001,5e-06,6,9,1529.69
0,0.0001,5e-06,6,9,1709.04
1,0.0001,5e-06,6,9,2583.4
0,0.0001,5e-06,6,9,1573.72
1,0.0001,5e-06,6,9,304.932
0,0.0001,5e-06,6,9,1517.68
1,0.0001,5e-06,6,9,1283.49
0,0.0001,5e-06,6,9,1489.18
1,0.0001,5e-06,6,9,2098.76
0,0.0001,5e-06,6,9,1070.21
1,0.0001,5e-06,6,9,392.776
0,0.0001,5e-06,6,9,1078.53
1,0.0001,5e-06,6,9,2092.49
0,0.0001,5e-06,6,9,2115.38
1,0.0001,5e-06,6,9,2285.6
0,0.0001,5e-06,6,9,1583.91
1,0.0001,5e-06,6,9,4021.9
0,0.0001,5e-06,6,9,1520.45
1,0.0001,5e-06,6,9,5754.39
0,0.0001,5e-06,6,9,982.896
1,0.0001,5e-06,6,9,1469.95
0,0.0001,5e-06,6,9,627.902
1,0.0001,5e-06,6,9,887.591
0,0.0001,5e-06,6,9,896.208
1,0.0001,5e-06,6,9,1261.83
0,0.0001,5e-06,6,9,1466.77
1,0.0001,5e-06,6,9,6385.72
0,0.0001,5e-06,6,9,579.059
1,0.0001,5e-06,6,9,290.05
0,0.0001,5e-06,6,9,1068.8
1,0.0001,5e-06,6,9,2345.59
0,0.0001,5e-06,6,9,1070.4
1,0.0001,5e-06,6,9,823.073
0,0.0001,5e-06,6,9,1145.94
1,0.0001,5e-06,6,9,1651.18
0,0.0001,5e-06,6,9,1619.7
1,0.0001,5e-06,6,9,3254.75
0,0.0001,5e-06,6,9,1252.76
1,0.0001,5e-06,6,9,1813.18
0,0.0001,5e-06,6,9,960.08
1,0.0001,5e-06,6,9,1811.43
0,0.0001,5e-06,6,9,1219.41
1,0.0001,5e-06,6,9,1051.39
0,0.0001,5e-06,6,9,1316.47
1,0.0001,5e-06,6,9,797.372
0,0.0001,5e-06,6,9,854.995
1,0.0001,5e-06,6,9,656.897
0,0.0001,5e-06,6,9,1576.23
1,0.0001,5e-06,6,9,1257.27
0,0.0001,5e-06,6,9,955.782
1,0.0001,5e-06,6,9,616.653
0,0.0001,5e-06,6,9,1581.37
1,0.0001,5e-06,6,9,1834.91
0,0.0001,5e-06,6,9,784.156
1,0.0001,5e-06,6,9,872.947
0,0.0001,5e-06,6,9,971.208
1,0.0001,5e-06,6,9,1186.88
0,0.0001,5e-06,6,9,782.469
1,0.0001,5e-06,6,9,495.293
0,0.0001,5e-06,6,9,1624.42
1,0.0001,5e-06,6,9,3318.93
0,0.0001,5e-06,6,9,701.744
1,0.0001,5e-06,6,9,804.395
0,0.0001,5e-06,6,9,1542.42
1,0.0001,5e-06,6,9,1734.4
0,0.0001,5e-06,6,9,1194.86
1,0.0001,5e-06,6,9,2312.84
0,0.0001,5e-06,6,9,479.66
1,0.0001,5e-06,6,9,984.283
0,0.0001,5e-06,6,9,1406.75
1,0.0001,5e-06,6,9,1338.98
0,0.0001,5e-06,6,9,947.506
1,0.0001,5e-06,6,9,4047.24
0,0.0001,5e-06,6,9,967.833
1,0.0001,5e-06,6,9,650.326
0,0.0001,5e-06,6,9,1703.56
1,0.0001,5e-06,6,9,3115.45
0,0.0001,5e-06,6,9,1354.74
1,0.0001,5e-06,6,9,814.559
0,0.0001,5e-06,6,9,1465.99
1,0.0001,5e-06,6,9,2182.94
0,0.0001,5e-06,6,9,771.236
1,0.0001,5e-06,6,9,890.584
0,0.0001,5e-06,6,9,1454.01
1,0.0001,5e-06,6,9,1068.01
0,0.0001,5e-06,6,9,593.453
1,0.0001,5e-06,6,9,4398.5
0,0.0001,5e-06,6,9,642.618
1,0.0001,5e-06,6,9,865.934
0,0.0001,5e-06,6,9,979.453
1,0.0001,5e-06,6,9,291.52
0,0.0001,5e-06,6,9,1158.71
1,0.0001,5e-06,6,9,268.446
0,0.0001,5e-06,6,9,1067.74
1,0.0001,5e-06,6,9,822.847
0,0.0001,5e-06,6,9,1670.29
1,0.0001,5e-06,6,9,1698.43
0,0.0001,5e-06,6,9,1617.62
1,0.0001,5e-06,6,9,499.44
0,0.0001,5e-06,6,9,615.499
1,0.0001,5e-06,6,9,712.768
0,0.0001,5e-06,6,9,533.332
1,0.0001,5e-06,6,9,1503.17
0,0.0001,5e-06,6,9,1251.72
1,0.0001,5e-06,6,9,701.751
0,0.0001,5e-06,6,9,286.17
1,0.0001,5e-06,6,9,2798.35
0,0.0001,5e-06,6,9,631.164
1,0.0001,5e-06,6,9,835.142
0,0.0001,5e-06,6,9,1778.52
1,0.0001,5e-06,6,9,2904.99
0,0.0001,5e-06,6,9,508.435
1,0.0001,5e-06,6,9,3254.17
0,0.0001,5e-06,6,9,684.931
1,0.0001,5e-06,6,9,1799.18
0,0.0001,5e-06,6,9,1046.55
1,0.0001,5e-06,6,9,1820.1
0,0.0001,5e-06,6,9,1099.87
1,0.0001,5e-06,6,9,760.499
0,0.0001,5e-06,6,9,687.09
1,0.0001,5e-06,6,9,4847.67
0,0.0001,5e-06,6,9,1262.11
1,0.0001,5e-06,6,9,884.6
0,0.0001,5e-06,6,9,1392.46
1,0.0001,5e-06,6,9,192.118
0,0.0001,5e-06,6,9,1137.76
1,0.0001,5e-06,6,9,4521.57
0,0.0001,5e-06,6,9,582.518
1,0.0001,5e-06,6,9,1735.97
0,0.0001,5e-06,6,9,2592.66
1,0.0001,5e-06,6,9,1515.89
0,0.0001,5e-06,6,9,831.672
1,0.0001,5e-06,6,9,1224.86
0,0.0001,5e-06,6,9,201.552
1,0.0001,5e-06,6,9,2418.51
0,0.0001,5e-06,6,9,1894.83
1,0.0001,5e-06,6,9,1021.24
0,0.0001,5e-06,6,9,2451.45
1,0.0001,5e-06,6,9,7455.7
0,0.0001,5e-06,6,9,1621.4
1,0.0001,5e-06,6,9,3786.81
0,0.0001,5e-06,6,9,519.932
1,0.0001,5e-06,6,9,3637.8
0,0.0001,5e-06,6,9,584.937
1,0.0001,5e-06,6,9,5571.89
0,0.0001,5e-06,6,9,675.08
1,0.0001,5e-06,6,9,3091.86
0,0.0001,5e-06,6,9,1006.05
1,0.0001,5e-06,6,9,3527.34
0,0.0001,5e-06,6,9,130.797
1,0.0001,5e-06,6,9,220.361
0,0.0001,5e-06,6,9,1366.07
1,0.0001,5e-06,6,9,1048.22
0,0.0001,5e-06,6,9,250.561
1,0.0001,5e-06,6,9,655.462
0,0.0001,5e-06,6,9,1210.48
1,0.0001,5e-06,6,9,1971.26
0,0.0001,5e-06,6,9,442.927
1,0.0001,5e-06,6,9,1917.87
0,0.0001,5e-06,6,9,734.403
1,0.0001,5e-06,6,9,4575.91
0,0.0001,5e-06,6,9,2698.04
1,0.0001,5e-06,6,9,1453.8
0,0.0001,5e-06,6,9,1322.3
1,0.0001,5e-06,6,9,1419.57
0,0.0001,5e-06,6,9,936.306
1,0.0001,5e-06,6,9,2533.42
0,0.0001,5e-06,6,9,898.903
1,0.0001,5e-06,6,9,2536.51
0,0.0001,5e-06,6,9,1009.4
1,0.0001,5e-06,6,9,5020.42
0,0.0001,5e-06,6,9,820.433
1,0.0001,5e-06,6,9,411.8
0,0.0001,5e-06,6,9,476.472
1,0.0001,5e-06,6,9,524.664
0,0.0001,5e-06,6,9,356.157
1,0.0001,5e-06,6,9,2646.53
0,0.0001,5e-06,6,9,474.736
1,0.0001,5e-06,6,9,1597.89
0,0.0001,5e-06,6,9,1167.18
1,0.0001,5e-06,6,9,8416.51
0,0.0001,5e-06,6,9,1591.14
1,0.0001,5e-06,6,9,1009.01
0,0.0001,5e-06,6,9,1883.23
1,0.0001,5e-06,6,9,1020.63
0,0.0001,5e-06,6,9,1500.72
1,0.0001,5e-06,6,9,257.12
0,0.0001,5e-06,6,9,838.96
1,0.0001,5e-06,6,9,2009.35
0,0.0001,5e-06,6,9,1597.71
1,0.0001,5e-06,6,9,1508.36
0,0.0001,5e-06,6,9,1409.87
1,0.0001,5e-06,6,9,1343.85
0,0.0001,5e-06,6,9,1399.08
1,0.0001,5e-06,6,9,566.053
0,0.0001,5e-06,6,9,696.931
1,0.0001,5e-06,6,9,2417.19
0,0.0001,5e-06,6,9,1351.63
1,0.0001,5e-06,6,9,3010.81
0,0.0001,5e-06,6,9,553.154
1,0.0001,5e-06,6,9,4247.38
0,0.0001,5e-06,6,9,512.077
1,0.0001,5e-06,6,9,5406.45
0,0.0001,5e-06,6,9,1184.6
1,0.0001,5e-06,6,9,152.523
0,0.0001,5e-06,6,9,890.352
1,0.0001,5e-06,6,9,510.963
0,0.0001,5e-06,6,9,480.839
1,0.0001,5e-06,6,9,1058.28
0,0.0001,5e-06,6,9,1853.78
1,0.0001,5e-06,6,9,5719.04
0,0.0001,5e-06,6,9,471.621
1,0.0001,5e-06,6,9,4661.46
0,0.0001,5e-06,6,9,831.235
1,0.0001,5e-06,6,9,2687.82
0,0.0001,5e-06,6,9,262.915
1,0.0001,5e-06,6,9,5113.27
0,0.0001,5e-06,6,9,853.503
1,0.0001,5e-06,6,9,2929.56
0,0.0001,5e-06,6,9,1550.16
1,0.0001,5e-06,6,9,1173.07
0,0.0001,5e-06,6,9,1062.67
1,0.0001,5e-06,6,9,1131.04
0,0.0001,5e-06,6,9,379.862
1,0.0001,5e-06,6,9,2046.67
0,0.0001,5e-06,6,9,1206.15
1,0.0001,5e-06,6,9,2596.66
0,0.0001,5e-06,6,9,967.026
1,0.0001,5e-06,6,9,1397.65
0,0.0001,5e-06,6,9,980.993
1,0.0001,5e-06,6,9,276.126
0,0.0001,5e-06,6,9,1061.06
1,0.0001,5e-06,6,9,799.072
0,0.0001,5e-06,6,9,687.339
1,0.0001,5e-06,6,9,423.704
0,0.0001,5e-06,6,9,1546.08
1,0.0001,5e-06,6,9,2794.54
0,0.0001,5e-06,6,9,809.27
