0.291,6,9,5455.95
0.291,6,9,72198.9
0.291,6,9,159435
0.291,6,9,33034.8
0.291,6,9,35678.8
0.291,6,9,34654.6
0.291,6,9,83138
0.291,6,9,96928.9
0.291,6,9,7678.29
0.291,6,9,73108.6
0.291,6,9,157751
0.291,6,9,10245
0.291,6,9,12444.8
0.291,6,9,15250.3
0.291,6,9,201554
0.291,6,9,152452
0.291,6,9,94192.4
0.291,6,9,73355.8
0.291,6,9,50894.9
0.291,6,9,174007
0.291,6,9,37793.4
0.291,6,9,52499.7
0.291,6,9,27664.6
0.291,6,9,18375.7
0.291,6,9,79045.7
0.291,6,9,9625.21
0.291,6,9,78440.1
0.291,6,9,27807.2
0.291,6,9,16779.5
0.291,6,9,634665
0.291,6,9,47749.1
0.291,6,9,185750
0.291,6,9,65939.8
0.291,6,9,53257.5
0.291,6,9,51970.7
0.291,6,9,187639
0.291,6,9,349724
0.291,6,9,14755.9
0.291,6,9,111738
0.291,6,9,4654.56
0.291,6,9,103778
0.291,6,9,6070.02
0.291,6,9,40905.7
0.291,6,9,131398
0.291,6,9,195661
0.291,6,9,216477
0.291,6,9,54786.9
0.291,6,9,121967
0.291,6,9,14402.6
0.291,6,9,15999.3
0.291,6,9,249703
0.291,6,9,21761.1
0.291,6,9,42931.6
0.291,6,9,13648.4
0.291,6,9,45253.4
0.291,6,9,23444.2
0.291,6,9,10683.5
0.291,6,9,39419.8
0.291,6,9,42822.5
0.291,6,9,64600.8
0.291,6,9,95853.5
0.291,6,9,143557
0.291,6,9,57632.5
0.291,6,9,117923
0.291,6,9,113909
0.291,6,9,118195
0.291,6,9,46217.5
0.291,6,9,51426.4
0.291,6,9,13046.1
0.291,6,9,2872.67
0.291,6,9,159203
0.291,6,9,32507.4
0.291,6,9,14541.5
0.291,6,9,46624.3
0.291,6,9,65761.6
0.291,6,9,22922.4
0.291,6,9,518837
0.291,6,9,22920
0.291,6,9,37760.8
0.291,6,9,59018.7
0.291,6,9,194790
0.291,6,9,30348
0.291,6,9,63448.8
0.291,6,9,26822.5
0.291,6,9,25179.4
0.291,6,9,5458.61
0.291,6,9,36173.2
0.291,6,9,65891.8
0.291,6,9,75439.2
0.291,6,9,57866
0.291,6,9,82513.9
0.291,6,9,106747
0.291,6,9,19683.7
0.291,6,9,8060.85
0.291,6,9,261574
0.291,6,9,65049.5
0.291,6,9,21703.4
0.291,6,9,28723.9
0.291,6,9,133459
0.291,6,9,65140.8
0.291,6,9,68975.8
0.291,6,9,113103
0.291,6,9,17241.9
0.291,6,9,16967.4
0.291,6,9,311859
0.291,6,9,175659
0.291,6,9,27375.7
0.291,6,9,54388
0.291,6,9,58633.7
0.291,6,9,82493.7
0.291,6,9,5339.55
0.291,6,9,27449.2
0.291,6,9,8963.63
0.291,6,9,6814.97
0.291,6,9,336659
0.291,6,9,94380
0.291,6,9,30542.7
0.291,6,9,26697.2
0.291,6,9,147208
0.291,6,9,33822.4
0.291,6,9,163865
0.291,6,9,29197.7
0.291,6,9,94409.9
0.291,6,9,7721.22
0.291,6,9,34957.1
0.291,6,9,293177
0.291,6,9,55616.9
0.291,6,9,109994
0.291,6,9,64659.6
0.291,6,9,17634.7
0.291,6,9,18948.5
0.291,6,9,124457
0.291,6,9,173156
0.291,6,9,142778
0.291,6,9,48292.1
0.291,6,9,33437.1
0.291,6,9,300811
0.291,6,9,260899
0.291,6,9,6669.57
0.291,6,9,167140
0.291,6,9,312418
0.291,6,9,124041
0.291,6,9,191843
0.291,6,9,55741.3
0.291,6,9,160791
0.291,6,9,60491.6
0.291,6,9,88748.8
0.291,6,9,176273
0.291,6,9,91675.4
0.291,6,9,308209
0.291,6,9,25564.6
0.291,6,9,66254.2
0.291,6,9,219871
0.291,6,9,308929
0.291,6,9,36766.3
0.291,6,9,59096
0.291,6,9,180129
0.291,6,9,4272.42
0.291,6,9,74975.3
0.291,6,9,34708.7
0.291,6,9,87353.9
0.291,6,9,42624.2
0.291,6,9,180265
0.291,6,9,92544.4
0.291,6,9,40727.4
0.291,6,9,48908.3
0.291,6,9,74893.4
0.291,6,9,38444.8
0.291,6,9,81068.8
0.291,6,9,13431.8
0.291,6,9,108812
0.291,6,9,105618
0.291,6,9,178224
0.291,6,9,11241.4
0.291,6,9,104709
0.291,6,9,73682.3
0.291,6,9,477477
0.291,6,9,175866
0.291,6,9,28244
0.291,6,9,152409
0.291,6,9,100810
0.291,6,9,118097
0.291,6,9,38687.6
0.291,6,9,46392.2
0.291,6,9,317980
0.291,6,9,75629.5
0.291,6,9,316996
0.291,6,9,165112
0.291,6,9,3869.95
0.291,6,9,1892.13
0.291,6,9,89368.2
0.291,6,9,199334
0.291,6,9,9765.99
0.291,6,9,3267.91
0.291,6,9,7914.82
0.291,6,9,19876
0.291,6,9,48486.3
0.291,6,9,103267
0.291,6,9,11955.8
0.291,6,9,125869
0.291,6,9,20949.6
0.291,6,9,64106.8
0.291,6,9,13070
0.291,6,9,114483
0.291,6,9,24236.3
0.291,6,9,61314.4
0.291,6,9,8114.75
0.291,6,9,92715
0.291,6,9,95938.8
0.291,6,9,141453
0.291,6,9,7374.19
0.291,6,9,1663.8
0.291,6,9,456371
0.291,6,9,12865.7
0.291,6,9,136613
