mean_times_cum,mean_mag,mean_energy
0.12856215247955596,0.015625,0.046875
0.32129181674659296,0.009375,0.021875
0.5421572457512036,0.020982142857142855,0.054017857142857145
0.7108254134028085,0.016964285714285713,0.03616071428571429
0.9044056648438317,0.024107142857142858,0.053125
1.094929902164543,0.02142857142857143,0.03616071428571429
1.278817767720152,0.025892857142857145,0.054464285714285715
1.4678406681531562,0.023660714285714285,0.03660714285714286
1.649650892847023,0.03214285714285714,0.05758928571428571
1.8720212392645594,0.032589285714285716,0.04598214285714286
2.0528151601403506,0.039285714285714285,0.06428571428571428
2.253638186648967,0.0375,0.054910714285714285
2.4368133167757358,0.04330357142857143,0.06919642857142858
2.6341170616391003,0.04107142857142857,0.05669642857142857
2.8127226678625648,0.045535714285714284,0.06473214285714286
3.018161328409238,0.04375,0.055357142857142855
3.2105931855310996,0.05089285714285714,0.07142857142857142
3.355683453357607,0.05044642857142857,0.06517857142857143
3.5889963048563644,0.054017857142857145,0.07633928571428572
3.77768221727157,0.053125,0.06741071428571428
3.950829431350805,0.05803571428571429,0.08035714285714286
4.1369173034686,0.05758928571428571,0.06830357142857142
4.33355018371931,0.0625,0.07857142857142857
4.525528358796956,0.06473214285714286,0.07366071428571429
4.694430696507141,0.06651785714285714,0.07857142857142857
4.905916591196024,0.06696428571428571,0.07678571428571429
5.092652499503234,0.06919642857142858,0.08125
5.282466980844497,0.06785714285714285,0.06964285714285715
5.483985726725379,0.07321428571428572,0.08214285714285714
5.672188509868075,0.075,0.07857142857142857
5.867416598439081,0.07991071428571428,0.09151785714285714
6.065383417716951,0.08035714285714286,0.09017857142857143
6.239229486108794,0.07991071428571428,0.09017857142857143
6.4346400661166046,0.07946428571428571,0.08660714285714285
6.619730368974461,0.08214285714285714,0.09241071428571429
6.823649681405732,0.07946428571428571,0.08035714285714286
6.996165806886264,0.08482142857142858,0.09107142857142857
7.192166816984896,0.08348214285714285,0.08303571428571428
7.3814184467463475,0.08660714285714285,0.090625
7.591956428602824,0.08571428571428572,0.08080357142857143
7.780630254589225,0.08883928571428572,0.08973214285714286
7.961920776974451,0.08928571428571429,0.0875
8.149115263522294,0.09241071428571429,0.09241071428571429
